,time,action,proxy_name,honest_clients,malicious_clients,system_health,total_blocked,total_healthy
0,34.0,CENSOR_TRACK,,13,21,0,20,180
1,90.0,CENSOR_TRACK,,45,45,0,40,160
2,79.89203726268427,EXPOSE_CLIENT,Proxy 55,0,1,0,0,200
3,84.57488571016638,EXPOSE_CLIENT,Proxy 63,0,1,0,0,200
4,94.40322841625034,EXPOSE_CLIENT,Proxy 155,0,1,0,0,200
5,105.12066919204696,EXPOSE_CLIENT,Proxy 65,0,1,0,0,200
6,115.93406858829992,EXPOSE_CLIENT,Proxy 111,0,1,0,0,200
7,123.03881361747966,EXPOSE_CLIENT,Proxy 132,0,1,0,0,200
8,123.23963268906643,EXPOSE_CLIENT,Proxy 34,0,1,0,0,200
9,124.72083026845422,EXPOSE_CLIENT,Proxy 166,0,1,0,0,200
10,126.54151466259303,EXPOSE_CLIENT,Proxy 199,0,1,0,0,200
11,144.0,CENSOR_TRACK,,79,65,0,60,140
12,139.83664862792386,EXPOSE_CLIENT,Proxy 118,0,1,0,0,200
13,151.7353933764518,EXPOSE_CLIENT,Proxy 124,0,1,0,0,200
14,181.0,CENSOR_TRACK,,93,88,0,80,120
15,159.02115550911336,EXPOSE_CLIENT,Proxy 14,0,1,0,0,200
16,165.5802639359092,EXPOSE_CLIENT,Proxy 185,0,1,0,0,200
17,167.81762212837512,EXPOSE_CLIENT,Proxy 115,0,1,0,0,200
18,168.37717992802547,EXPOSE_CLIENT,Proxy 61,0,1,0,0,200
19,182.92075192508506,EXPOSE_CLIENT,Proxy 28,0,1,0,0,200
20,191.20864122267784,EXPOSE_CLIENT,Proxy 33,0,1,0,0,200
21,193.16378467845044,EXPOSE_CLIENT,Proxy 176,0,1,0,0,200
22,197.1822105108078,EXPOSE_CLIENT,Proxy 161,0,1,0,0,200
23,200.8404315701813,EXPOSE_CLIENT,Proxy 46,0,1,0,0,200
24,210.3081125607509,EXPOSE_CLIENT,Proxy 116,0,2,0,0,200
25,238.0,CENSOR_TRACK,,121,117,0,100,100
